part_number,op,seq,feature_or_op,tool_name,tool_type,dia_mm,flutes,cut_len_mm,tool_len_mm,zmin_mm,feed_mm_min,feed_mm_rev,speed_rpm,stepover_mm,stepdown_mm,material,machine,source
713-142960-001,10,N3,OD cannell rough,OD Rough Left Mitsubishi insert,OD turning insert,,,,,,,0.1,1000,,,PEEK NAT,CNCL NAK,Taki setup sheet OP10 O1817
713-142960-001,10,N3b,Spot + drill,12mm Spot Drill 90deg,spot drill,12,,3,,,150,,800,,,PEEK NAT,CNCL NAK,Taki setup sheet OP10 O1817
713-142960-001,10,N4,ID bore rough+finish,ID Finish SIMTEK A04.0016 SIMTEK YR GT45 boring bar,boring bar,,,,,,,0.15,1000,,,PEEK NAT,CNCL NAK,Taki setup sheet OP10 O1817
713-142960-001,10,N9,OD finish,OD Finish Left CHAIN SVJCR-2525M-11 ZCC-CT VCGX110302-LH,OD turning insert,,,,,,,0.07,1000,,,PEEK NAT,CNCL NAK,Taki setup sheet OP10 O1817
713-142960-001,10,N6,Part-off,Parting CHAIN EZHR-25M-3D-25 Taegutec TDJ3TT9030,parting blade,,,,,,,0.08,1000,,,PEEK NAT,CNCL NAK,Taki setup sheet OP10 O1817
713-187739-236,20,N1,rough fly surface,C-RF Ø80 45deg facemill,facemill,80,,,,,800,,5000,,,Victrex PEEK 450G,DNM 5700 4X,xls_setup
713-187739-236,20,,chip-breaker rough,20mm 3FL chip-breaker EM,endmill_chipbreaker,20,3,,,,2500,,10000,,,Victrex PEEK 450G,DNM 5700 4X,xls_setup
713-187739-236,20,,rough pockets/profile,C-RF Ø10 2FL EM,endmill,10,2,,,,1000-2000,,6000-10000,,,Victrex PEEK 450G,DNM 5700 4X,xls_setup
713-187739-236,20,,finish profile,Ø10 2FL finish EM,endmill,10,2,,,,900-1500,,8000,,,Victrex PEEK 450G,DNM 5700 4X,xls_setup
713-187739-236,20,,drill 5.2 for M5 helicoil,5.2 carbide drill,drill,5.2,,,,,150,,3500,,,Victrex PEEK 450G,DNM 5700 4X,xls_setup
713-187739-236,20,,thread mill M5x0.8,M5x0.8 thread mill,thread_mill,3.9,,,,,,,,,,Victrex PEEK 450G,DNM 5700 4X,xls_setup
713-187739-236,20,,corner/fillet,10xR1 / 4xR0.3 bull R0.5 corner,bull_corner,,4,,,,600-1000,,6000,,,Victrex PEEK 450G,DNM 5700 4X,xls_setup
713-201706-001,10,N2,OD rough,OD Rough Left Mitsubishi CNGG120404-MJ WALTER DCLNR2525M12,OD turning insert,,,,,,,0.1,1000,,,PEEK NAT,CNCTM TAK,Setup sheet OP10 O1820
713-201706-001,10,N3,OD cannell rough,OD Rough Left 2nd pass,OD turning insert,,,,,,,0.1,1000,,,PEEK NAT,CNCTM TAK,Setup sheet OP10 O1820
713-201706-001,10,N3b,Spot drill,12mm Spot Drill,spot drill,12,,40,,,-,,1000,,,PEEK NAT,CNCTM TAK,Setup sheet OP10 O1820
713-201706-001,10,N4,Drill Ø5.0,Drill 5.0mm x CL40 MERTEX ER16,drill,5,,40,,,200,,1000,,,PEEK NAT,CNCTM TAK,Setup sheet OP10 O1820
713-201706-001,10,N7/N8,Tap M6x1.0,Tap M6x1.0 Spiral STK MERTEX ER16,tap,6,,40,,,,,350,,,PEEK NAT,CNCTM TAK,Setup sheet OP10 O1820
713-201706-001,10,N9,OD finish,OD Finish Left CHAIN SVJCR-2525M-11 ZCC-CT VCGX110302-LH,OD turning insert,,,,,,,0.07,1500,,,PEEK NAT,CNCTM TAK,Setup sheet OP10 O1820
713-201706-001,10,N6,Part-off,Parting CHAIN EZHR-25M-3D-25 Taegutec TDJ3TT9030,parting blade,,,,,,,0.15,220,,,PEEK NAT,CNCTM TAK,Setup sheet OP10 O1820
713-201706-001,20,N1,Face + OD rough,OD Rough Left Mitsubishi CNGG WALTER DCLNR,OD turning insert,,,,,,,0.1,1000,,,PEEK NAT,CNCTM TAK,Setup sheet OP20 O1821
713-201706-001,20,N3,Cross-drill spot,6mm Spot Drill (triple boring holder),spot drill,6,,40,,,150,,1000,,,PEEK NAT,CNCTM TAK,Setup sheet OP20 O1821
713-201706-001,20,N3b,Cross-drill M10 thru,Drill 8.5mm then M10x1.5 tap,drill,8.5,,120,,,150,,1800,,,PEEK NAT,CNCTM TAK,Setup sheet OP20 O1821
713-201706-001,20,N5,ID bore rough+finish,ID Finish boring bar A06.0012 WARK,boring bar,,,,,,,0.1,1000,,,PEEK NAT,CNCTM TAK,Setup sheet OP20 O1821
713-201706-001,20,N6,OD finish,OD Finish Left CHAIN SVJCR ZCC VCGX,OD turning insert,,,,,,,0.07,1500,,,PEEK NAT,CNCTM TAK,Setup sheet OP20 O1821
713-226789-201,09,1-6,rough+fin slot 7.00,6MM FLAT END MILL 2F ONSRUD,end_mill,6,2,25,35,-3.0,650-1500,,5000-8000,,,PEEK,CNCV FAN M,2267_OP09_setup_sheet
713-226789-201,09,7-8,dovetail groove for vise,DOVETAIL CUTTER Ø12×60° FAP11481,dovetail,12,4,6,35,-3.0,500,,5000,,,PEEK,CNCV FAN M,2267_OP09_setup_sheet
713-226789-201,09,9-10,mark side,3MM FLAT END MILL 2F,end_mill,3,2,8,20,-2.0,850,,6000,,,PEEK,CNCV FAN M,2267_OP09_setup_sheet
713-226789-201,10,11-13,rough facing+OD,16MM FLAT END MILL 2F ONSRUD,end_mill,16,2,50,85,-80.5,1000-2500,,6000-8000,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,14-19,rough Ø20.68 bores+pockets+Ø10.70,10MM END MILL 4F COATED,end_mill,10,2,35,40,-75.2,250-650,,6000,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,20-28,facing+fin Ø20.68 bore+fin rad R0.38,CARB BULLMILL Ø10 R0.5 4F COATED,bull_mill,10,4,25,40,-2.71,650-3500,,5000-8000,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,23-29,fin rad R1.30,6MM BALL NOSE 2F,ball_mill,6,2,20,30,-72.7,4000,,8000,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,24-31,drill Ø10.70 (4× holes),CARB DRILL Ø10.70 TL118 coated WALTER,drill,10.7,2,25,75,-69.3,100,,1350,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,32-33,fin full-radius bottom hole,CARB BALLNOSE Ø10 LONG SERIES 2F coated,ball_mill,10,4,30,65,-66.4,250,,3000,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,34,spot for M5 helicoil,12MM SPOT 90° CHAMFER [S2DSO-090-120U],spot_drill,12,2,20,50,-3.05,200,,4000,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,35,drill for M5 helicoil,CARB DRILL Ø5.30,drill,5.3,2,25,35,-10.5,80,,1350,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,36,thread mill M5×0.8,THREADMILL M5×0.8 Ø3.90 MYOOK,thread_mill,3.9,4,20,30,-9.0,350,,3500,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,37,spot for M4 helicoil,CARB SPOT DRILL Ø6 90°,spot_drill,6,2,25,35,-75.95,200,,4000,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,38,drill for M4 helicoil,CARB DRILL Ø4.30,drill,4.3,2,25,40,-75.95,100,,1350,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,39,thread mill M4×0.7,THREADMILL M4×0.7 Ø3.15 MYOOK,thread_mill,3.15,4,16,30,-76.9,350,,3500,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,40-63,fin OD+dist 7.60+chamfers,10MM END MILL ONSRUD PCL590167 FAP11335,end_mill,10,2,35,40,-75.3,800,,5000-6000,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,20,65-71,rough top+3× angle sweeps,10MM END MILL 4F COATED,end_mill,10,2,25,35,-23.8,3000,,8000-10000,,,PEEK,CNCV FAN M,2269_OP20_setup_sheet
713-226789-201,20,72-78,facing top+fin 3× angle sweeps (11.9°),CARB BULLMILL Ø10 R1.0 4F,bull_mill,10,4,25,35,-24.6,800-5000,,5000-10000,,,PEEK,CNCV FAN M,2269_OP20_setup_sheet
713-226789-201,20,79,chamfer 2.00,12MM NC SPOT 90° 2F,spot_drill,12,2,20,40,-3.0,600,,6000,,,PEEK,CNCV FAN M,2269_OP20_setup_sheet
713-323740-001,10,N2,OD rough left (main spindle),OD ROUGH LEFT - MITSUBISHI CNGG120404-MJ HTi10,lathe_OD,,,,,-37.0,,0.2,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N3,ID drill Ø16,16MM END MILL (drill mode),drill,16,,,,,-44.3,,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N4,OD grooving rough 3mm wide,OD GROOVING 2mm - WARK TDC3 TT9030,lathe_groove,,,,,-20.3,,0.1,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N5,OD finish left,OD FINISH LEFT - ZCC-CT VCGX110302-LH,lathe_OD,,,,,-25.2,,0.05,1200,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N6,OD grooving finish 3mm,OD GROOVING 2mm - WARK TDC2 TT9030,lathe_groove,,,,,-21.4,,0.08,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N7,ID rough (min Ø16 dia),ID ROUGH MIN.16 DIA - WARK CCGT060202L-W,lathe_ID,,,,,-23.0,,0.15,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N8,ID finish (min Ø10 dia),ID FINISH MIN.10 DIA - WARK CCGT060202L-W,lathe_ID,,,,,-21.2,,0.06,550,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N9,ID grooving rough 0.8mm,ID GROOVE MIN.3 DIA - WARK GEPI-300-R0.2,lathe_groove,,,,,-16.8,,0.1,800,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N10,ID grooving finish 0.8mm,ID GROOVE MIN.3 DIA - WARK GEPI-300-R0.2,lathe_groove,,,,,-17.5,,0.06,550,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N11,ID face grooving rough,ID FACE GROOVING - WARK MFGR07L10.5×R0.76,lathe_face_groove,,,,,-9.1,,0.1,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N12,ID face grooving finish,ID FACE GROOVING - WARK MFGR07L10.5×R0.76,lathe_face_groove,,,,,-9.3,,0.06,850,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N13,engrave P/N (sub-spindle live mill),Ø0.8 BALL ENDMILL 4FL - VARTICAL LIFE TOOLING,ball_mill,0.8,4,4,75,-0.1,250,,4000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet+NC_O0855
713-323740-001,10,N14-17,ID grooving 0.8mm (4× grooves),ID GROOVE MIN.0.8 DIA - WARK MBG09-D0.8×R0.4,lathe_groove,,,,,-5.1,,0.08,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N15,part-off (4mm wide),OD CUTOFF RIGHT - WARK TDC4 TT9030,lathe_cutoff,,,,,0.53,,0.08,197,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N16,OD rough right (sub-spindle back),OD ROUGH RIGHT - MITSUBISHI CNGG120404-MJ HTi10,lathe_OD,,,,,466.8,,0.1,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N17,ID rough back (sub-spindle),ID ROUGH MIN.3 DIA 80° - SIMTEK MBQR0441L20R015,lathe_ID,,,,,464.1,,0.1,330,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N18,OD finish right (sub-spindle),OD FINISH RIGHT - ZCC-CT VCGX110302-LH,lathe_OD,,,,,466.0,,0.06,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N19,ID face grooving rough (back),ID FACE GROOVE - MFGR0730L10R1.27,lathe_face_groove,,,,,466.8,,0.1,200,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N20,ID finish back,ID FINISH BACK - WARK MBQR0441L20R015,lathe_ID,,,,,466.8,,0.06,900,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N21,ID face finish back,ID FACE FINISH - MFGR0730L10R1.27,lathe_face_groove,,,,,466.8,,0.06,800,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-344410-010,10,N1,Stopper,Any tool stopper,stopper,,,,,,,,,,,PEEK NAT,LYNX21LYSB,Doosan 2100LSYB setup sheet OP10 O8049
713-344410-010,10,N2,OD rough,OD ROUGH Mitsubishi CNGG120404-MJ WALTER DCLNR2020K12,OD turning insert,,,,68.35,,,0.2,2500,,,PEEK NAT,LYNX21LYSB,Doosan 2100LSYB setup sheet OP10 O8049
713-344410-010,10,N3,Spot+chamfer,6mm SPOT DRILL Bush holder,spot drill,6,,3,,,,150,1000,,,PEEK NAT,LYNX21LYSB,Doosan 2100LSYB setup sheet OP10 O8049
713-344410-010,10,N4,Drill thru,CARBIDE DRILL Ø9.5 CL80 SD10 SG ER16,drill,9.5,,80,,,100,,1000,,,PEEK NAT,LYNX21LYSB,Doosan 2100LSYB setup sheet OP10 O8049
713-344410-010,10,N5,ID chamfer (main),ID CHAMFER WARK A06.0012 MBQR0661L30R010,boring bar chamfer,,,1.467,,,,0.08,1000,,,PEEK NAT,LYNX21LYSB,Doosan 2100LSYB setup sheet OP10 O8049
713-344410-010,10,N6,OD finish (main),OD FINISH ZCCT VCGX110302-LC CHAIN SVJCR-20x20K-11,OD turning insert,,,,66,,,0.08,1000,,,PEEK NAT,LYNX21LYSB,Doosan 2100LSYB setup sheet OP10 O8049
713-344410-010,10,N7,Part-off,PARTING WARK TTEL2020-4T25 TDC4 TT9030,parting blade,,,,63-67,,,0.15,800,,,PEEK NAT,LYNX21LYSB,Doosan 2100LSYB setup sheet OP10 O8049
713-344410-010,10,N8,OD finish (sub),OD FINISH ZCCT VCGX110302-LC sub-spindle,OD turning insert,,,,1,,,0.08,1000,,,PEEK NAT,LYNX21LYSB,Doosan 2100LSYB setup sheet OP10 O8049
713-344410-010,10,N9,ID chamfer (sub),ID CHAMFER WARK A06.0012 MBQR0661L30R010 sub-spindle,boring bar chamfer,,,1.467,,,,0.08,1000,,,PEEK NAT,LYNX21LYSB,Doosan 2100LSYB setup sheet OP10 O8049
713-A05592-003,10,N1,Stopper,Any tool stopper,stopper,,,,,,,,,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP10 O3481
713-A05592-003,10,N2,OD rough,OD Turn 80deg Mitsubishi CNGG120404-MJ WALTER DCLNR2525M12,OD turning insert,,,30,,,0.25,2000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP10 O3481
713-A05592-003,10,N3,Spot+ID rough,12mm Spot Drill 90deg ER16,spot drill,12,,3,,,200,,1000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP10 O3481
713-A05592-003,10,N4,Drill thru Ø5.8,5.8mm Drill ER16,drill,5.8,,30,,,200,,1000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP10 O3481
713-A05592-003,10,N5/N8,ID bore rough+finish,ID Finish WARK A05.0020 MBQR0541L31R005,boring bar,,,21,,,0.05,1000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP10 O3481
713-A05592-003,10,N6,ID groove relief,ID GROOVE WARK A07.0020 MGSR0761L41 W150-R6,grooving bar,,,12.5,,,0.08,1000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP10 O3481
713-A05592-003,10,N7/N9,ID thread+debur,ID THREADING WARK A06.0020 MHTR0661L20 A60,threading bar,,,12,,,0.05,1000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP10 O3481
713-A05592-003,10,N10,OD finish,OD Turn 35/16 ZCCT VCGX110302-LC SVJCR-2525M-11,OD turning insert,,,27.5,,,0.05,1000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP10 O3481
713-A05592-003,10,N11,Part-off,PARTING Tungaloy CTER2525-3T25 DGM3-020-15R AH725,parting blade,,,30,,,0.08,1000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP10 O3481
713-A05592-003,20,N1,OD facing,OD Turn 80deg ARNO VCGT160404FN-ALU WALTER SVJBR2525M-16,OD turning insert,,,5,,,0.25,2000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP20 O3482
713-A05592-003,20,N2/N4,ID bore rough+finish (back),ID Finish WARK A06.0020 MBQR0661L30R010,boring bar,,,5.9,,,0.05,1000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP20 O3482
713-A05592-003,20,N3/N5,Face groove rough+finish,FACE GROOVE WARK A10.0025 MFGR1025L 25W400-U,face grooving bar,,,23,,,0.06,1000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP20 O3482
713-A05592-003,20,N6,OD finish (back),OD Turn 35/16 ZCCT VCGX110302-LC SVJCR-2525M-11,OD turning insert,,,1,,,0.08,1000,,,PEEK,CNCTM TAK NEX-110Y,Taki setup sheet OP20 O3482
713-A42978-022,10,N1,Rough OD cut to size,10MM ROUGHING ENDMILL PCL590167,end_mill,10,2,35,40,,1700,,13500,,,PP,CNCR EXACT,setup_pdf_op10
713-A42978-022,10,N2,D20 Finish contour 820x704,20MM CHIP BREAKER END MILL AUS-A2003100,end_mill,20,2,35,40,,3500,,12500,,,PP,CNCR EXACT,setup_pdf_op10
713-A42978-022,10,N4,Cut material,3MM NC SPOT 90 DEG,spot_drill,3,2,30,40,,3500,,12000,,,PP,CNCR EXACT,setup_pdf_op10
713-A42978-022,20,T6,Rough profile (chip-breaker),3MM FLAT END MILL CL10 ONSPUD-2F,end_mill,3,2,10,25,,-10.0,,,,PP,CNC HAAS L,setup_pdf_op20
713-A42978-022,20,T25,Finish outline / M5x0.8 threadmill,10MM CHIP BREAKER END MILL AUS-A2003100,end_mill,10,3,35,40,,-9.4,,,,PP,CNC HAAS L,setup_pdf_op20
713-A42978-022,20,T25b,M5x0.8 threadmill,M5x0.8 THREADCHOB DIA3.9MM CL10MM,thread_mill,3.9,12,10,25,,-9.4,,,,PP,CNC HAAS L,setup_pdf_op20
713-A42978-022,20,T28,Spotdrill / chamfer,20MM SPOTDRILL FULL 90 DEG,spot_drill,20,2,50,100,,-3.0,,4000,,,PP,CNC HAAS L,setup_pdf_op20
713-A42978-022,30,T21,Rough pocket depth 6mm,16MM x CL50 x 3FL CHIPBREAKER GET,end_mill,16,3,50,100,,-7.7,,,1500,,5000,PP,CNC HAAS L,setup_pdf_op30_tl
713-A42978-022,30,T12,Rough step 3mm,10MM CHIP BREAKER ENDMILL AUS-A2003100,end_mill,10,3,35,40,,-11.9,,,1000,,5000,PP,CNC HAAS L,setup_pdf_op30_tl
713-A42978-022,30,T25,Finish outline D12 60mm,10MM x CL35 x 3FL CHIP BREAKER END MILL,end_mill,10,3,35,40,,-11.9,,,1500,,5000,PP,CNC HAAS L,setup_pdf_op30_tl
713-A42978-022,30,T4,Rough Ø410 contour,10MM FLAT END MILL AUS-A2003100,end_mill,10,2,35,40,,-8.1,,,1500,,5000,PP,CNC HAAS L,setup_pdf_op30
713-A42978-022,30,T9,Spotdrill chamfer,3MM NC SPOT 90 DEG 2F,spot_drill,3,2,5,30,,-4.0,,,1000,,4000,PP,CNC HAAS L,setup_pdf_op30_tl
713-A42978-022,30,T15,Finish helicoil bore 15mm,15MM FLAT END MILL (FULLERTON-2F),end_mill,15,2,35,40,,-7.7,,,900,,5000,PP,CNC HAAS L,setup_pdf_op30_tl
713-A42978-022,30,T28,20MM Spotdrill,20MM SPOTDRILL FULL 90 DEG,spot_drill,20,2,50,100,,-4.0,,,400,,3000,PP,CNC HAAS L,setup_pdf_op30_tl
713-A51655-001,10,N1,Rough OD,6MM ROUGHING ENDMILL PCL590166 FAP11336,end_mill,6,2,25,35,,-12.1,,,13500,,,PP,CNCR EXACT,setup_pdf_op10
713-A51655-001,10,N2,Finish OD,6MM FINISHING ENDMILL PCL590166 FAP11336,end_mill,6,2,25,35,,-12.0,,,13500,,,PP,CNCR EXACT,setup_pdf_op10
713-A51655-001,10,N3,Remachining R0.10,3MM ENDMILL PCL590193 FAP11334,end_mill,3,2,10,30,,-12.7,,,5000,,,PP,CNCR EXACT,setup_pdf_op10
713-A51655-001,10,N4,Cut material,3MM NC SPOT 90 DEG,spot_drill,3,2,5,30,,0,,8000,,,PP,CNCR EXACT,setup_pdf_op10
713-A51655-001,20,T7,Spot drill Ø0.206,12MM NC SPOT 90 DEG 2F,spot_drill,12,2,20,40,,-28.4,,,4000,,,PP,CNCV FAN M,setup_pdf_op20
713-A51655-001,20,T16,Drill Ø5.23mm (0.206in),DRILL 5.23MM,drill,5.23,2,25,35,,-34.5,,,1350,,,PP,CNCV FAN M,setup_pdf_op20
713-A51655-001,20,T14,Finish bore Ø0.206,3MM ENDMILL 2F FINISHING,end_mill,3,2,8,20,,-33.0,,,5000,,,PP,CNCV FAN M,setup_pdf_op20
839-219206-002,10,T4,Fly thickness,10MM ENDMILL 2F,end_mill,10,2,25,40,,-4.0,,,4000,,,PP,CNCV FAN M,setup_pdf_op10
839-219206-002,10,T12,Rough step depth 4mm,6MM ENDMILL 2F,end_mill,6,2,35,40,,-4.0,,,6000,,,PP,CNCV FAN M,setup_pdf_op10
839-219206-002,10,T12b,Finish step depth,10MM ENDMILL 2F FINISHING,end_mill,10,2,25,40,,-4.0,,,6000,,,PP,CNCV FAN M,setup_pdf_op10
839-219206-002,10,T16,Dovetail slot clamp,DOVE TAIL 60 DEG HALF 30 DEG FAP11481,dovetail,12,2,25,40,,-4.0,,,4000,,,PP,CNCV FAN M,setup_pdf_op10
839-219206-002,20,T23,Rough fly surface,16MM ENDMILL-CL35 TP85-TL100-2F ALLIED,end_mill,16,2,35,100,,-65.0,,,3000,,,PP,CNC 5-AXIS,setup_pdf_op20
839-219206-002,20,T21,Finish outline,10MM ENDMILL-CL25 2F ALLIED,end_mill,10,2,25,100,,,,,,,PP,CNC 5-AXIS,setup_pdf_op20
839-219206-002,20,T21b,DIG finish island Ø0.94,10MM ENDMILL-CL25 SHK 10MM UNCOATED,end_mill,10,2,25,100,,,,6000,,,PP,CNC 5-AXIS,setup_pdf_op20
839-219206-002,30,T2,Rough fly surface back,16MM ENDMILL 2F,end_mill,16,2,35,100,,,,,,,PP,CNCV FAN M,setup_pdf_op30
839-219206-002,30,T14,Rough C-bore Ø0.206,3MM ENDMILL 2F FINISHING,end_mill,3,2,8,20,,,,,,,PP,CNCV FAN M,setup_pdf_op30
839-219206-002,30,T19,Spotdrill,3MM NC SPOT 90 DEG 2F,spot_drill,3,2,5,30,,,,,,,PP,CNCV FAN M,setup_pdf_op30
839-219206-002,30,T9,Permanent engrave,0.8MM BALLNOSE 2F,ball_mill,0.8,2,3,20,,,,,,,PP,CNCV FAN M,setup_pdf_op30
839-232763-002,09,T1,Facing (ITEM1),80MM FACEMILL MITSUBISHI 4F,face_mill,80,4,0,58,0.0,1000,,5000,,,PP,CNCV MAK,setup_pdf_item1_op09
839-232763-002,09,T12,Dovetail Z-3.175 (ITEM1),DOVETAIL FAP11461 16MM,dovetail,16,2,60,60,-3.175,500,,8000,,,PP,CNCV MAK,setup_pdf_item1_op09
839-232763-002,09,T9,Dovetail pin (ITEM1),6MM ENDMILL 2F,end_mill,6,2,25,25,-3.175,500,,6000,,,PP,CNCV MAK,setup_pdf_item1_op09
839-232763-002,10,T1,Rough outline (ITEM1),10MM ROUGH ENDMILL PCL590167,end_mill,10,2,35,40,,3000,,13500,,,PP,DVF 5000,setup_pdf_item1_op10
839-232763-002,10,T4,Fin outline (ITEM1),10MM FINISHING ENDMILL PCL590167,end_mill,10,2,35,40,,3000,,13500,,,PP,DVF 5000,setup_pdf_item1_op10
839-232763-002,10,T3,Registration holes (ITEM1),3MM ENDMILL PCL590193 2F,end_mill,3,2,10,30,,2000,,11000,,,PP,DVF 5000,setup_pdf_item1_op10
839-232763-002,10,T12,Rough Ø0.44 bore (ITEM1),3MM ENDMILL PCL590193 2F,end_mill,3,2,10,30,,500,,6500,,,PP,DVF 5000,setup_pdf_item1_op10
839-232763-002,10,T4b,Cut material (ITEM1),3MM NC SPOT 90 DEG,spot_drill,3,2,5,30,,3000,,5000,,,PP,DVF 5000,setup_pdf_item1_op10
839-232763-002,20,T1,Facing back (ITEM1),80MM FACEMILL MITSUBISHI 4F,face_mill,80,4,0,58,0.0,1000,,5000,,,PP,CNCV MAK,setup_pdf_item1_op20
839-232763-002,20,T18,R1.5 fillet (ITEM1),RADIUS CUTTER R1.5 TIP 1.5,radius_mill,1.5,2,30,30,-1.5,500,,4000,,,PP,CNCV MAK,setup_pdf_item1_op20
839-232763-002,09b,T1,Rough outline (ITEM3),10MM ROUGH ENDMILL PCL590167,end_mill,10,2,35,40,,3000,,13500,,,PP,CNCR EXACT,setup_pdf_item3_op09
839-232763-002,09b,T4,Fin outline (ITEM3),10MM FINISHING ENDMILL PCL590167,end_mill,10,2,35,40,,3000,,13500,,,PP,CNCR EXACT,setup_pdf_item3_op09
839-297424-004,OP10-THK19.05,N1,OD OUTER,10MM ROUGHING EM PCL590167,end_mill,10,2,35,40,-18.55,7000,,13500,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N2,ROUGH DP 0.380,10MM ROUGHING EM PCL590167,end_mill,10,2,35,40,-9.302,5500,,13500,0.5,0.35,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N3,FIN DP 0.38,10MM FINISHING EM PCL590167,end_mill,10,2,35,40,-9.652,800,,5000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N4,RELIEF/CHAMFER,10MM ROUGHING EM,end_mill,10,2,35,40,-5.5,1500,,6000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N5,CHAMFER 0.19X45,12MM NC SPOT 90DEG,spot_drill,12,2,20,50,-5.326,600,,4000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N6,REGISTRATION MARK,3MM NC SPOT 90DEG,spot_drill,3,2,5,30,-0.6,1500,,10000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N7,ENGRAVE LOT MARKING,0.8MM BALLNOSE CBN,ball_mill,0.8,2,1.5,20,-0.2,200,,5000,0,0.2,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N8,POKA YOKE POCKET,2MM ENDMILL 2F GET,end_mill,2,2,10,15,-2.5,600,,6000,,,PP,CNCR EXACT,2298 setup sheet
